,x-acc,y-acc,z-acc,x-mag,y-mag,z-mag,lat,lon,speed
270,0.30942547,0.59364927,-0.5546203,0.07098195,-2.351898,-0.3876393,0.01234111,0.0,
271,0.2612488,0.22217587,-0.9902086,0.07098195,-2.351898,-0.3876393,0.01234111,0.0,
272,0.21307214,-0.14929788,-1.4258026,0.07098195,-2.351898,-0.3876393,0.01234111,0.0,
273,0.1648964,-0.52077144,-1.861391,0.07098195,-2.351898,-0.3876393,0.01234111,0.0,
274,0.1552607,-0.59506625,-1.9485086,0.07098195,-2.661763,0.5834742,0.01234111,0.0,
275,0.1552607,-0.59506625,-1.9485086,0.07098195,-2.661763,0.5834742,0.01234111,0.0,
276,0.1552607,-0.59506625,-1.9485086,0.07098195,-2.661763,0.5834742,0.01234111,0.0,
277,0.30942547,-0.1988277,-1.0202112,0.07098195,-2.661763,0.5834742,0.01234111,0.0,
278,0.4635893,0.19741088,-0.091913804,-0.041401193,-2.4127636,0.7395524,0.01234111,0.0,
279,0.4635893,0.19741088,-0.091913804,-0.16627166,-2.1360998,0.91295284,0.01234111,0.0,
280,0.4635893,0.19741088,-0.091913804,-0.27865478,-1.8871005,1.069031,0.01234111,0.0,
281,0.9260827,-0.7931855,-0.091913804,-0.34743604,-1.6839123,0.8143093,0.01234111,0.0,
282,0.9260827,-0.7931855,-0.091913804,-0.4334121,-1.4299247,0.49591458,0.01234111,0.0,
283,0.9260827,-0.7931855,-0.091913804,-0.5193882,-1.1759372,0.17751984,0.01234111,0.0,
284,0.1552607,-1.189424,-1.9485086,-0.54088235,-1.1124378,0.09791745,0.01234111,0.0,
285,0.1552607,-1.189424,-1.9485086,-0.54088235,-1.1124378,0.09791745,0.01234111,0.0,
286,0.1552607,-1.189424,-1.9485086,-0.54088235,-1.1124378,0.09791745,0.01234111,0.0,
287,0.4635893,-0.925265,-1.4819506,-0.54088235,-1.1124378,0.09791745,0.01234111,0.0,
288,0.6177541,-0.7931855,-1.2486717,-0.5917386,-1.0222955,0.30980027,0.01234111,0.0,
289,0.6177541,-0.7931855,-1.2486717,-0.65530884,-0.9096162,0.5746427,0.01234111,0.0,
290,0.6177541,-0.7931855,-1.2486717,-0.71570075,-0.8025729,0.82625264,0.01234111,0.0,
291,1.2344112,0.19741088,-0.32326987,-0.7331823,-0.72510666,0.8990832,0.01234111,0.0,
292,1.2344112,0.19741088,-0.32326987,-0.80310994,-0.41524163,1.1904202,0.01234111,0.0,
293,1.2344112,0.19741088,-0.32326987,-0.8730375,-0.10537661,1.4817573,0.01234111,0.0,
294,0.6691417,-0.044734966,-0.32326987,-0.8905191,-0.027910357,1.5545877,0.01234111,0.0,
295,0.30942547,-0.1988277,-0.32326987,-0.8905191,-0.027910357,1.5545877,0.01234111,0.0,
296,0.30942547,-0.1988277,-0.32326987,-0.8905191,-0.027910357,1.5545877,0.01234111,0.0,
297,-0.05029171,0.3294904,-0.2461493,-0.8905191,-0.027910357,1.5545877,0.01234111,0.0,
298,-0.76972514,1.3861264,-0.091913804,-0.8788647,-0.08988241,1.7488075,0.01234111,0.0,
299,-0.76972514,1.3861264,-0.091913804,-0.84001637,-0.29646066,2.3962214,0.01234111,0.0,
300,-0.76972514,1.3861264,-0.091913804,-0.80310994,-0.49270788,3.0112581,0.01234111,0.0,
301,0.10387307,0.9049795,-0.27919936,-0.80310994,-0.49270788,3.0112581,0.01234111,0.0,
302,0.30942547,0.79176855,-0.32326987,-0.83807373,-0.55467993,2.5257013,0.01234111,0.0,
303,0.30942547,0.79176855,-0.32326987,-0.8817783,-0.6321462,1.9187554,0.01234111,0.0,
304,0.7363416,0.33457038,-0.10970956,-0.8905191,-0.6476404,1.7973661,0.01234111,0.0,
305,1.2344112,-0.1988277,0.13943663,-0.8905191,-0.6476404,1.7973661,0.01234111,0.0,
306,1.2344112,-0.1988277,0.13943663,-0.8905191,-0.6476404,1.7973661,0.01234111,0.0,
307,1.1286986,-0.47053412,0.0865554,-0.8905191,-0.6476404,1.7973661,0.01234111,0.0,
308,0.8644168,-1.1498002,-0.045644846,-0.8905191,-0.6476404,1.7973661,0.01234111,0.0,
309,0.77191794,-1.3875432,-0.091913804,-0.7484792,-0.77352303,1.9946237,0.01234111,0.0,
310,0.77191794,-1.3875432,-0.091913804,-0.54088235,-0.9575054,2.282923,0.01234111,0.0,
311,0.07817878,-0.8303329,-0.091913804,-0.54088235,-0.9575054,2.282923,0.01234111,0.0,
312,-0.46139652,-0.39694697,-0.091913804,-0.54088235,-0.929335,2.1504943,0.01234111,0.0,
313,-0.46139652,-0.39694697,-0.091913804,-0.54088235,-0.8354384,1.7090805,0.01234111,0.0,
314,-0.3457727,-0.09976805,-0.26542944,-0.54088235,-0.8025729,1.5545877,0.01234111,0.0,
315,-0.056715515,0.64317924,-0.6992129,-0.54088235,-0.8025729,1.5545877,0.01234111,0.0,
316,0.0010968614,0.79176855,-0.78597075,-0.54088235,-0.8025729,1.5545877,0.01234111,0.0,
317,0.08005871,0.7579434,-0.66747296,-0.54088235,-0.8025729,1.5545877,0.01234111,0.0,
318,0.30566466,0.6613,-0.3289094,-0.54088235,-0.8025729,1.5545877,0.01234111,0.0,
319,0.4635893,0.59364927,-0.091913804,-0.54088235,-0.76538825,1.6128522,0.01234111,0.0,
320,0.4635893,0.59364927,-0.091913804,-0.54088235,-0.6476404,1.7973661,0.01234111,0.0,
321,0.7278711,0.0841999,-0.091913804,-0.54088235,-0.6476404,1.7973661,0.01234111,0.0,
322,1.0215172,-0.48185512,-0.091913804,-0.54088235,-0.6476404,1.7973661,0.01234111,0.0,
323,1.0802466,-0.59506625,-0.091913804,-0.54088235,-0.9132379,1.9360925,0.01234111,0.0,
324,1.0302471,-0.6914486,-0.14819112,-0.54088235,-1.1124378,2.0401444,0.01234111,0.0,
325,0.6969192,-1.3339976,-0.5233526,-0.54088235,-1.1124378,2.0401444,0.01234111,0.0,
326,0.4635893,-1.7837818,-0.78597075,-0.54088235,-1.1124378,2.0401444,0.01234111,0.0,
327,0.4635893,-1.7837818,-0.78597075,-0.54088235,-1.1124378,2.0401444,0.01234111,0.0,
328,0.3241071,-1.604531,-0.68131036,-0.54088235,-1.1124378,2.0401444,0.01234111,0.0,
329,0.1772841,-1.4158461,-0.57114536,-0.54088235,-1.1124378,2.0401444,0.01234111,0.0,
330,0.1552607,-1.3875432,-0.5546203,-0.45347318,-0.6476404,1.7973661,0.01234111,0.0,
331,0.58217776,-1.3189635,0.08604374,-0.45347318,-0.6476404,1.7973661,0.01234111,0.0,
332,1.0565287,-1.2427639,0.79789644,-0.45347318,-0.6476404,1.7973661,0.01234111,0.0,
333,1.3885751,-1.189424,1.2961888,-0.45347318,-0.5856683,1.5060291,0.01234111,0.0,
334,1.1988349,-1.0065447,1.1182256,-0.45347318,-0.49270788,1.069031,0.01234111,0.0,
335,0.7244831,-0.5493463,0.67332053,-0.45347318,-0.49270788,1.069031,0.01234111,0.0,
336,0.25013125,-0.09214798,0.2284154,-0.45347318,-0.49270788,1.069031,0.01234111,0.0,
337,0.10218796,0.022026595,0.059791487,-0.45347318,-0.49270788,1.069031,0.01234111,0.0,
338,-0.049448688,0.08698373,-0.16776927,-0.45347318,-0.49270788,1.069031,0.01234111,0.0,
339,-0.20108628,0.15194087,-0.39533,-0.45347318,-0.49270788,1.069031,0.01234111,0.0,
340,-0.30723175,0.19741088,-0.5546203,-0.62829155,-0.027910357,0.82625264,0.01234111,0.0,
341,0.0060697375,0.082373954,-0.8232828,-0.62829155,-0.027910357,0.82625264,0.01234111,0.0,
342,0.35418227,-0.045445032,-1.1218016,-0.62829155,-0.027910357,0.82625264,0.01234111,0.0,
343,0.7022958,-0.17326386,-1.4203205,-0.62829155,-0.027910357,0.82625264,0.01234111,0.0,
344,0.77191794,-0.1988277,-1.4800221,-0.71570075,0.43688717,1.3118094,0.01234111,0.0,
345,0.77191794,-0.1988277,-1.4800221,-0.71570075,0.43688717,1.3118094,0.01234111,0.0,
346,0.77191794,-0.1988277,-1.4800221,-0.71570075,0.43688717,1.3118094,0.01234111,0.0,
347,1.0802466,-1.189424,-1.0173211,-0.72680026,0.45656106,1.3272201,0.01234111,0.0,
348,1.0802466,-1.189424,-1.0173211,-0.78229797,0.5549305,1.4043034,0.01234111,0.0,
349,1.0802466,-1.189424,-1.0173211,-0.83779633,0.6533,1.481372,0.01234111,0.0,
350,1.0802466,-1.189424,-1.0173211,-0.8905191,0.7467522,1.5545877,0.01234111,0.0,
351,0.0010968614,-0.59506625,0.6021375,-0.8705834,0.71141624,1.4992129,0.01234111,0.0,
352,0.0010968614,-0.59506625,0.6021375,-0.83991367,0.6570542,1.4140389,0.01234111,0.0,
353,0.0010968614,-0.59506625,0.6021375,-0.80924386,0.60269207,1.3288502,0.01234111,0.0,
354,0.77191794,-0.99130476,-0.091913804,-0.80310994,0.59181964,1.3118094,0.01234111,0.0,
355,0.77191794,-0.99130476,-0.091913804,-0.80310994,0.59181964,1.3118094,0.01234111,0.0,
356,0.77191794,-0.99130476,-0.091913804,-0.80310994,0.59181964,1.3118094,0.01234111,0.0,
357,1.2203957,-0.7031312,-0.26017225,-0.80310994,0.59181964,1.3118094,0.01234111,0.0,
358,1.3885751,-0.59506625,-0.32326987,-0.7220581,0.5439305,1.3118094,0.01234111,0.0,
359,1.3885751,-0.59506625,-0.32326987,-0.62670237,0.487592,1.3118094,0.01234111,0.0,
360,1.3885751,-0.59506625,-0.32326987,-0.54088235,0.43688717,1.3118094,0.01234111,0.0,
361,0.5122727,-0.4073742,-0.32326987,-0.54088235,0.43688717,1.3118094,0.01234111,0.0,
362,0.4635893,-0.39694697,-0.32326987,-0.6918618,0.43688717,1.2069719,0.01234111,0.0,
363,0.4635893,-0.39694697,-0.32326987,-0.85078776,0.43688717,1.0966221,0.01234111,0.0,
364,0.5792122,-0.39694697,0.023761408,-0.8905191,0.43688717,1.069031,0.01234111,0.0,
365,0.6177541,-0.39694697,0.13943663,-0.8905191,0.43688717,1.069031,0.01234111,0.0,
366,0.6177541,-0.39694697,0.13943663,-0.8905191,0.43688717,1.069031,0.01234111,0.0,
367,0.56169426,-0.613077,0.055304594,-0.8905191,0.43688717,1.069031,0.01234111,0.0,
368,0.4635893,-0.99130476,-0.091913804,-0.9371373,0.3749151,1.069031,0.01234111,0.0,
369,0.4635893,-0.99130476,-0.091913804,-1.0925314,0.16833685,1.069031,0.01234111,0.0,
370,0.4635893,-0.99130476,-0.091913804,-1.2401558,-0.027910357,1.069031,0.01234111,0.0,
371,0.08919048,-0.3497756,-0.27919936,-1.2401558,-0.027910357,1.069031,0.01234111,0.0,
372,0.0010968614,-0.1988277,-0.32326987,-1.2401558,-0.027910357,1.1637774,0.01234111,0.0,
373,0.0010968614,-0.1988277,-0.32326987,-1.2401558,-0.027910357,1.282203,0.01234111,0.0,
374,0.20459324,0.14986229,-0.5268555,-1.2401558,-0.027910357,1.3118094,0.01234111,0.0,
375,0.4635893,0.59364927,-0.78597075,-1.2401558,-0.027910357,1.3118094,0.01234111,0.0,
376,0.4635893,0.59364927,-0.78597075,-1.2401558,-0.027910357,1.3118094,0.01234111,0.0,
377,0.4635893,0.435154,-0.6934272,-1.2401558,-0.027910357,1.3118094,0.01234111,0.0,
378,0.4635893,-0.09316411,-0.3849618,-1.2401558,-0.027910357,1.3118094,0.01234111,0.0,
379,0.4635893,-0.1988277,-0.32326987,-1.199022,-0.027910357,0.85482174,0.01234111,0.0,
380,0.4635893,-0.1988277,-0.32326987,-1.1527467,-0.027910357,0.34069583,0.01234111,0.0,
381,0.37687168,-0.4217118,-0.32326987,-1.1527467,-0.027910357,0.34069583,0.01234111,0.0,
382,0.30942547,-0.59506625,-0.32326987,-1.0871898,-0.027910357,0.34069583,0.01234111,0.0,
383,0.30942547,-0.59506625,-0.32326987,-0.8686668,-0.027910357,0.34069583,0.01234111,0.0,
384,0.40010998,-0.42025512,-0.11913316,-0.80310994,-0.027910357,0.34069583,0.01234111,0.0,
385,0.5814799,-0.07063284,0.28913462,-0.80310994,-0.027910357,0.34069583,0.01234111,0.0,
386,0.6177541,-0.00070840935,0.37078705,-0.80310994,-0.027910357,0.34069583,0.01234111,0.0,
387,0.8019987,-0.23748505,0.13379146,-0.80310994,-0.027910357,0.34069583,0.01234111,0.0,
388,1.3284135,-0.9139899,-0.5433356,-0.80310994,-0.027910357,0.34069583,0.01234111,0.0,
389,1.6969037,-1.3875432,-1.0173211,-0.8450666,-0.06509501,0.10762326,0.01234111,0.0,
390,1.6969037,-1.3875432,-1.0173211,-0.9779283,-0.18284287,-0.6304177,0.01234111,0.0,
391,0.83358383,-1.7837818,-1.759958,-0.9779283,-0.18284287,-0.6304177,0.01234111,0.0,
392,-0.24556677,-2.27908,-2.6882553,-0.9779283,-0.18284287,-0.6304177,0.01234111,0.0,
393,-0.46139652,-2.3781397,-2.873916,-0.92413783,-0.27818632,-0.77981293,0.01234111,0.0,
394,-0.3823382,-1.8955413,-2.428263,-0.8905191,-0.33777538,-0.87319607,0.01234111,0.0,
395,-0.066103,0.034851544,-0.6456738,-0.8905191,-0.33777538,-0.87319607,0.01234111,0.0,
396,0.1552607,1.3861264,0.6021375,-0.8905191,-0.33777538,-0.87319607,0.01234111,0.0,
397,0.11590014,1.3481889,0.7645765,-0.8905191,-0.33777538,-0.87319607,0.01234111,0.0,
398,-0.14650735,1.0952705,1.8474973,-0.8905191,-0.33777538,-0.87319607,0.01234111,0.0,
399,-0.40891483,0.84235245,2.9304183,-0.8905191,-0.33777538,-0.87319607,0.01234111,0.0,
400,-0.46139652,0.79176855,3.146998,-1.3275651,-0.18284287,-0.87319607,0.01234111,0.0,
401,-0.6669489,0.46156994,2.3758316,-1.3275651,-0.18284287,-0.87319607,0.01234111,0.0,
402,-0.9087755,0.073100686,1.4685687,-1.3275651,-0.18284287,-0.87319607,0.01234111,0.0,
403,-1.0780537,-0.1988277,0.8334879,-1.1877105,-0.12087081,-0.87319607,0.01234111,0.0,
404,-1.0214216,-0.3201252,0.8051609,-0.9779283,-0.027910357,-0.87319607,0.01234111,0.0,
405,-0.832649,-0.72445023,0.71072817,-0.9779283,-0.027910357,-0.87319607,0.01234111,0.0,
406,-0.64387643,-1.1287752,0.616301,-0.9779283,-0.027910357,-0.87319607,0.01234111,0.0,
407,-0.59566885,-0.7286369,0.5722867,-0.9779283,-0.027910357,-0.87319607,0.01234111,0.0,
408,-0.5459382,0.42333072,0.497657,-0.9779283,-0.027910357,-0.87319607,0.01234111,0.0,
409,-0.4962076,1.5752985,0.4230273,-0.9779283,-0.027910357,-0.87319607,0.01234111,0.0,
410,-0.46139652,2.3816757,0.37078705,-0.71570075,0.12702215,-0.6304177,0.01234111,0.0,
411,-0.23760961,1.9776086,0.16928738,-0.71570075,0.12702215,-0.6304177,0.01234111,0.0,
412,0.011042614,1.5286446,-0.054601762,-0.71570075,0.12702215,-0.6304177,0.01234111,0.0,
413,0.25969484,1.0796807,-0.2784909,-0.71570075,0.12702215,-0.6304177,0.01234111,0.0,
414,0.30942547,0.98988783,-0.32326987,-0.62829155,-0.027910357,0.09791745,0.01234111,0.0,
415,0.30942547,0.98988783,-0.32326987,-0.62829155,-0.027910357,0.09791745,0.01234111,0.0,
416,0.30942547,0.98988783,-0.32326987,-0.62829155,-0.027910357,0.09791745,0.01234111,0.0,
417,-1.3863823,-0.00070840935,-0.32326987,-0.61955076,-0.027910357,0.10600809,0.01234111,0.0,
418,-1.3863823,-0.00070840935,-0.32326987,-0.53214157,-0.027910357,0.18692929,0.01234111,0.0,
419,-1.3863823,-0.00070840935,-0.32326987,-0.4447324,-0.027910357,0.2678653,0.01234111,0.0,
420,-1.3863823,-0.00070840935,-0.32326987,-0.36606398,-0.027910357,0.34069583,0.01234111,0.0,
421,0.0010968614,-0.00070840935,-0.091913804,-0.40976858,0.010822769,0.46208504,0.01234111,0.0,
422,0.0010968614,-0.00070840935,-0.091913804,-0.46804115,0.062466152,0.62394226,0.01234111,0.0,
423,0.0010968614,-0.00070840935,-0.091913804,-0.5263144,0.11411189,0.7857846,0.01234111,0.0,
424,0.4635893,-0.00070840935,0.8334879,-0.54088235,0.12702215,0.82625264,0.01234111,0.0,
425,0.4635893,-0.00070840935,0.8334879,-0.54088235,0.12702215,0.82625264,0.01234111,0.0,
426,0.4635893,-0.00070840935,0.8334879,-0.54088235,0.12702215,0.82625264,0.01234111,0.0,
427,-0.05029171,0.39553016,0.37078705,-0.54088235,0.12702215,0.82625264,0.01234111,0.0,
428,-0.30723175,0.59364927,0.13943663,-0.4890845,0.1729279,1.1139889,0.01234111,0.0,
429,-0.30723175,0.59364927,0.13943663,-0.42433655,0.23031127,1.4736665,0.01234111,0.0,
430,-0.30723175,0.59364927,0.13943663,-0.36606398,0.28195465,1.7973661,0.01234111,0.0,
431,0.77191794,-0.00070840935,-1.2486717,-0.36606398,0.28195465,1.7973661,0.01234111,0.0,
432,0.77191794,-0.00070840935,-1.2486717,-0.24951819,0.21309602,1.9052709,0.01234111,0.0,
433,0.77191794,-0.00070840935,-1.2486717,-0.13297305,0.1442374,2.0131757,0.01234111,0.0,
434,0.07817878,-0.4464768,0.48646227,-0.103836425,0.12702215,2.0401444,0.01234111,0.0,
435,-0.15306792,-0.59506625,1.0648384,-0.103836425,0.12702215,2.0401444,0.01234111,0.0,
436,-0.15306792,-0.59506625,1.0648384,-0.103836425,0.12702215,2.0401444,0.01234111,0.0,
437,-0.10167934,-0.925265,0.447902,-0.103836425,0.12702215,2.0401444,0.01234111,0.0,
438,0.0010968614,-1.5856625,-0.78597075,-0.068872616,0.106364794,2.0401444,0.01234111,0.0,
439,0.0010968614,-1.5856625,-0.78597075,0.047672525,0.037506167,2.0401444,0.01234111,0.0,
440,0.0010968614,-1.5856625,-0.78597075,0.15839115,-0.027910357,2.0401444,0.01234111,0.0,
441,0.12589647,-1.1045158,-0.22411406,0.15839115,-0.027910357,2.0401444,0.01234111,0.0,
442,0.1552607,-0.99130476,-0.091913804,0.26072374,-0.14883317,1.7559202,0.01234111,0.0,
443,0.1552607,-0.99130476,-0.091913804,0.38863984,-0.29998788,1.4006286,0.01234111,0.0,
444,0.22309282,-0.5554423,-0.19371228,0.4206187,-0.33777538,1.3118094,0.01234111,0.0,
445,0.30942547,-0.00070840935,-0.32326987,0.4206187,-0.33777538,1.3118094,0.01234111,0.0,
446,0.30942547,-0.00070840935,-0.32326987,0.4206187,-0.33777538,1.3118094,0.01234111,0.0,
447,0.30942547,0.17823808,-0.16654353,0.4206187,-0.33777538,1.3118094,0.01234111,0.0,
448,0.30942547,0.68951356,0.28122914,0.4206187,-0.33777538,1.3118094,0.01234111,0.0,
449,0.30942547,0.79176855,0.37078705,0.46057743,-0.33777538,1.2008225,0.01234111,0.0,
450,0.30942547,0.79176855,0.37078705,0.5080279,-0.33777538,1.069031,0.01234111,0.0,
451,0.22488376,0.6831225,0.37078705,0.5080279,-0.33777538,1.069031,0.01234111,0.0,
452,0.1552607,0.59364927,0.37078705,0.47419178,-0.24781494,0.97505516,0.01234111,0.0,
453,0.1552607,0.59364927,0.37078705,0.36140585,0.05205473,0.66178745,0.01234111,0.0,
454,0.3006159,0.15778705,0.15265553,0.3332095,0.12702215,0.5834742,0.01234111,0.0,
455,0.5648977,-0.6346901,-0.24394521,0.3332095,0.12702215,0.5834742,0.01234111,0.0,
456,0.6177541,-0.7931855,-0.32326987,0.3332095,0.12702215,0.5834742,0.01234111,0.0,
457,0.45982945,-0.7931855,-0.2837706,0.3332095,0.12702215,0.5834742,0.01234111,0.0,
458,0.008616592,-0.7931855,-0.17091234,0.3332095,0.12702215,0.5834742,0.01234111,0.0,
459,-0.30723175,-0.7931855,-0.091913804,0.29125282,0.12702215,0.7582676,0.01234111,0.0,
460,-0.30723175,-0.7931855,-0.091913804,0.15839115,0.12702215,1.3118094,0.01234111,0.0,
461,0.1402203,-0.5467444,0.0040089646,0.15839115,0.12702215,1.3118094,0.01234111,0.0,
462,0.66663516,-0.25681373,0.116861604,0.15839115,0.12702215,1.3118094,0.01234111,0.0,
463,0.77191794,-0.1988277,0.13943663,0.3197619,0.031678706,1.6106147,0.01234111,0.0,
464,0.702544,-0.1988277,0.035327245,0.4206187,-0.027910357,1.7973661,0.01234111,0.0,
465,0.4712973,-0.1988277,-0.3116984,0.4206187,-0.027910357,1.7973661,0.01234111,0.0,
466,0.30942547,-0.1988277,-0.5546203,0.4206187,-0.027910357,1.7973661,0.01234111,0.0,
467,0.28826568,-0.17163488,-0.45935538,0.4206187,-0.027910357,1.7973661,0.01234111,0.0,
468,0.22780904,-0.09394098,-0.18717873,0.4206187,-0.027910357,1.7973661,0.01234111,0.0,
469,0.1673524,-0.01624722,0.08499792,0.4206187,-0.027910357,1.7973661,0.01234111,0.0,
470,0.1552607,-0.00070840935,0.13943663,0.15839115,0.12702215,1.3118094,0.01234111,0.0,
471,0.36871874,-0.00070840935,-0.02073079,0.15839115,0.12702215,1.3118094,0.01234111,0.0,
472,0.6058947,-0.00070840935,-0.19869396,0.15839115,0.12702215,1.3118094,0.01234111,0.0,
473,0.77191794,-0.00070840935,-0.32326987,0.06303542,0.211531,1.3118094,0.01234111,0.0,
474,0.6485861,0.038915418,-0.18445736,-0.016427236,0.28195465,1.3118094,0.01234111,0.0,
475,0.4243477,0.110958904,0.067927495,-0.016427236,0.28195465,1.3118094,0.01234111,0.0,
476,0.20010838,0.18300223,0.32031235,-0.016427236,0.28195465,1.3118094,0.01234111,0.0,
477,0.18003702,0.10188907,0.3088196,-0.016427236,0.28195465,1.3118094,0.01234111,0.0,
478,0.3452135,-0.5349228,-0.1043118,-0.016427236,0.28195465,1.3118094,0.01234111,0.0,
479,0.51038903,-1.1717348,-0.5174376,-0.016427236,0.28195465,1.3118094,0.01234111,0.0,
480,0.6177541,-1.5856625,-0.78597075,-0.103836425,-0.027910357,0.82625264,0.01234111,0.0,
481,0.47602198,-1.2213788,-0.3605819,-0.103836425,-0.027910357,0.82625264,0.01234111,0.0,
482,0.326831,-0.8379221,0.08719639,-0.103836425,-0.027910357,0.82625264,0.01234111,0.0,
483,0.17763911,-0.45446536,0.5349691,-0.103836425,-0.027910357,0.82625264,0.01234111,0.0,
484,0.1552607,-0.39694697,0.6021375,-0.19124562,0.43688717,0.82625264,0.01234111,0.0,
485,0.1552607,-0.39694697,0.6021375,-0.19124562,0.43688717,0.82625264,0.01234111,0.0,
486,0.1552607,-0.39694697,0.6021375,-0.19124562,0.43688717,0.82625264,0.01234111,0.0,
487,0.6177541,-0.59506625,0.13943663,-0.19547495,0.4518802,0.81450194,0.01234111,0.0,
488,0.6177541,-0.59506625,0.13943663,-0.22367127,0.55183595,0.7361887,0.01234111,0.0,
489,0.6177541,-0.59506625,0.13943663,-0.25186825,0.6517941,0.6578755,0.01234111,0.0,
490,0.6177541,-0.59506625,0.13943663,-0.27865478,0.7467522,0.5834742,0.01234111,0.0,
491,0.0010968614,0.39553016,-0.5546203,-0.25939533,0.71261483,0.6904603,0.01234111,0.0,
492,0.0010968614,0.39553016,-0.5546203,-0.22976522,0.6600944,0.85505885,0.01234111,0.0,
493,0.0010968614,0.39553016,-0.5546203,-0.20013444,0.60757625,1.0196574,0.01234111,0.0,
494,-0.46139652,0.39553016,0.37078705,-0.19124562,0.59181964,1.069031,0.01234111,0.0,
495,-0.46139652,0.39553016,0.37078705,-0.19124562,0.59181964,1.069031,0.01234111,0.0,
496,-0.46139652,0.39553016,0.37078705,-0.19124562,0.59181964,1.069031,0.01234111,0.0,
497,0.22533526,-0.48700118,0.8124591,-0.19124562,0.59181964,1.069031,0.01234111,0.0,
498,0.6177541,-0.99130476,1.0648384,-0.11632373,0.5475522,0.79156363,0.01234111,0.0,
499,0.6177541,-0.99130476,1.0648384,-0.022670558,0.49222088,0.44474795,0.01234111,0.0,
500,0.6177541,-0.99130476,1.0648384,0.07098195,0.43688717,0.09791745,0.01234111,0.0,
501,0.0010968614,0.19741088,0.13943663,0.07811756,0.4242393,0.018641066,0.01234111,0.0,
502,0.0010968614,0.19741088,0.13943663,0.11379493,0.36100248,-0.37772608,0.01234111,0.0,
503,0.0010968614,0.19741088,0.13943663,0.14947163,0.2977633,-0.774108,0.01234111,0.0,
504,-0.3457727,-0.54553646,-0.5546203,0.15839115,0.28195465,-0.87319607,0.01234111,0.0,
505,-0.46139652,-0.7931855,-0.78597075,0.15839115,0.28195465,-0.87319607,0.01234111,0.0,
506,-0.46139652,-0.7931855,-0.78597075,0.15839115,0.28195465,-0.87319607,0.01234111,0.0,
507,-0.30723175,-0.46298674,-0.6317352,0.15839115,0.28195465,-0.87319607,0.01234111,0.0,
508,0.0010968614,0.19741088,-0.32326987,0.17004552,0.24063995,-0.87319607,0.01234111,0.0,
509,0.0010968614,0.19741088,-0.32326987,0.2088939,0.10292269,-0.87319607,0.01234111,0.0,
510,0.0010968614,0.19741088,-0.32326987,0.24580033,-0.027910357,-0.87319607,0.01234111,0.0,
511,0.0010968614,0.35950842,-0.32326987,0.24580033,-0.027910357,-0.87319607,0.01234111,0.0,
512,0.0010968614,0.39553016,-0.32326987,0.112605214,0.031111324,-0.87319607,0.01234111,0.0,
513,0.0010968614,0.39553016,-0.32326987,-0.053888507,0.10488961,-0.87319607,0.01234111,0.0,
514,0.13676111,0.046840183,0.18570559,-0.103836425,0.12702215,-0.87319607,0.01234111,0.0,
515,0.30942547,-0.39694697,0.8334879,-0.103836425,0.12702215,-0.87319607,0.01234111,0.0,
516,0.30942547,-0.39694697,0.8334879,-0.103836425,0.12702215,-0.87319607,0.01234111,0.0,
517,0.21420553,-0.39694697,0.6429637,-0.103836425,0.12702215,-0.87319607,0.01234111,0.0,
518,-0.057848904,-0.39694697,0.09861041,-0.103836425,0.12702215,-0.87319607,0.01234111,0.0,
519,-0.15306792,-0.39694697,-0.091913804,-0.103836425,0.0011394877,-0.67593867,0.01234111,0.0,
520,-0.15306792,-0.39694697,-0.091913804,-0.103836425,-0.18284287,-0.3876393,0.01234111,0.0,
521,-0.5866551,0.4945898,-0.35218728,-0.103836425,-0.18284287,-0.3876393,0.01234111,0.0,
522,-0.923889,1.1880071,-0.5546203,-0.087447196,-0.24094255,-0.2510765,0.01234111,0.0,
523,-0.923889,1.1880071,-0.5546203,-0.03281646,-0.4346082,0.204133,0.01234111,0.0,
524,-0.8269858,1.0012091,-0.4819079,-0.016427236,-0.49270788,0.34069583,0.01234111,0.0,
525,-0.65079856,0.6615759,-0.34970766,-0.016427236,-0.49270788,0.34069583,0.01234111,0.0,
526,-0.61556035,0.59364927,-0.32326987,-0.016427236,-0.49270788,0.34069583,0.01234111,0.0,
527,-0.5365985,0.5598241,0.11122206,-0.016427236,-0.49270788,0.34069583,0.01234111,0.0,
528,-0.31099254,0.4631807,1.352618,-0.016427236,-0.49270788,0.34069583,0.01234111,0.0,
529,-0.15306792,0.39553016,2.2215962,-0.037405252,-0.6786264,0.34069583,0.01234111,0.0,
530,-0.15306792,0.39553016,2.2215962,-0.103836425,-1.2673705,0.34069583,0.01234111,0.0,
531,-0.48341992,-0.029011078,1.626695,-0.103836425,-1.2673705,0.34069583,0.01234111,0.0,
532,-0.85047793,-0.50072366,0.96568817,-0.103836425,-1.2673705,0.34069583,0.01234111,0.0,
533,-0.923889,-0.59506625,0.8334879,0.08687435,-1.2673705,-0.36557528,0.01234111,0.0,
534,-0.66583145,-0.59506625,0.3355779,0.15839115,-1.2673705,-0.6304177,0.01234111,0.0,
535,-0.19663607,-0.59506625,-0.5697059,0.15839115,-1.2673705,-0.6304177,0.01234111,0.0,
536,0.1552607,-0.59506625,-1.2486717,0.15839115,-1.2673705,-0.6304177,0.01234111,0.0,
537,0.16896445,-0.5730529,-1.2383877,0.15839115,-1.2673705,-0.6304177,0.01234111,0.0,
